	relationship	smoker	alp	weight	trombocyty	hematokrit	hemoglobin	er-cv	ast	ssn	erytrocyty	indicator	hbver	leukocyty	alt	etytr	name
9555	divoced	no	55.83111	103.44076	5.76349	6.26044	4.88234	44.00932	53.97832	388-39-1832	2.83441	1.00000	6.44528	5.71294	4.98957	5.67960	James Hernandez
9556	married	no	64.86577	102.76623	9.22833	7.94970	5.13582	52.80668	51.58785	515-79-2404	6.69298	1.00000	5.52108	5.94216	4.86732	6.52028	Sierra Cook
9557	married	no	10.92419	101.91655	5.29161	7.26000	3.56758	56.11094	39.20251	358-51-0904	4.11439	0.00000	5.22127	6.42423	5.14516	4.33277	Mathew Shaw
9558	divoced	no	83.70248	60.82733	6.49005	3.07014	6.88859	74.72461	63.13759	682-12-3212	6.08021	0.00000	5.09706	5.48911	7.42396	7.78424	Rebecca Horn
9559	divoced	yes	52.83028	55.82859	7.18041	4.59455	7.61324	41.96923	62.67699	236-43-6468	5.36894	1.00000	6.71349	5.12392	4.86513	6.00945	Melissa Arnold
9560	single	N	4.75505	99.84796	7.61548	8.23253	3.46180	64.38499	40.49717	862-43-2551	7.61809	1.00000	6.49923		9.25390	6.31431	Michael Blackwell
9561	widowed	Y	68.22756	80.69388	7.61397	4.65888	7.29947	48.36831	20.32355	840-97-2695	6.92652	0.00000	4.62866	4.66300	8.09632	7.12769	Vincent Gilbert
9562	single	no	63.38577	93.83626	6.18889	5.96710	5.12401	69.80114	45.89299	320-09-6695	4.30576	0.00000	5.49565	5.60554	5.45044	4.66766	Frederick Sanchez
9563	married	no	79.81028	152.67287	6.53054	5.90793	5.74272	60.34669	46.30039	433-98-9266	7.14167	1.00000	7.45664	7.39265	9.45699	4.64602	Robert Thornton
9564	married	no	72.02551	-0.31528	6.24577	4.82856	5.39829	20.26769	36.08736	694-22-2945	3.17129	1.00000	5.02115	6.58052	3.09804	5.69142	Julie Tucker
9565	nop	Y	55.26941	147.36850	7.81294	4.15720	7.50357	79.63023	28.62195	071-24-5194	4.65900	1.00000	7.00413	6.38201	4.41190	6.48036	Courtney Bowman
9566	married	no	10.34707	5.65419	9.44910	5.08155	2.85202	50.07272	11.25000	440-35-9806	5.48923	0.00000		7.36952	6.49279	6.99370	Arthur Jackson
9567	separated	no	44.35720	28.35538	7.13436	7.09813	4.43761	56.52666	52.33231	042-13-0064	7.58776	1.00000	7.90927	6.28692	11.39868	5.54144	Miranda Mcdowell
9568	divoced	no	17.28441	53.44055	7.35724	2.85924	9.86797	71.37598	62.22230	435-65-9122	8.26793	1.00000	6.29228	6.29529	13.75944	6.39742	Fernando Dominguez
9569	separated	no	79.54132	111.55722	8.00006	8.26675	5.53310	50.93082	32.56575	199-43-1470	6.88787	1.00000	4.44806	9.14044	7.82961	5.14958	Daniel Wells
9570	married	Y	84.36951	20.13259	7.72783	5.84167	7.19540	51.72779	42.02352	659-85-3163	4.64153	1.00000	4.51652	5.74683	4.33577	7.55681	Amanda Brown
9571	divoced	Y	33.19348	56.85500	6.62710	7.56247	4.50957	42.90000	47.64956	460-74-2512	7.67221	1.00000	6.95215	6.72327	11.02588	6.90200	Debra Richards
9572	widowed	no	60.54384	63.88022	6.85107	7.05124	5.03306	36.21664	46.26206	109-90-6013	7.34833	1.00000	8.51253	7.30019	6.13174	7.03785	Jennifer Costa
9573	single	no	39.37367	90.59269	8.35082	8.03421	4.63007	42.08459	52.70475	842-31-8976	7.19612	1.00000	5.15290	4.06382	9.13565	7.49397	Melissa Smith
9574	divoced	no	56.83386	51.14979	6.81257	7.25978	4.88193	20.16645	38.53402	431-53-9902	7.44266	1.00000	8.47037	5.52701	13.07856	5.54873	Brian Ward
9575	divoced	no	11.33337	59.03546	6.73757	7.23068	3.47763	64.79982	46.97653	418-61-2862	8.01273	1.00000	5.79930	5.88064	15.13925	7.36207	Nicole Rodriguez
9576	divoced	no	33.14390	95.61452	7.71750	7.59180	4.33381	65.84400	36.11497	062-98-3795	7.44630	1.00000	5.81837	4.93310	10.57347	6.28739	Andrew Holden
9577	widowed	no	33.64227	81.73733	8.51845	5.41045	8.41439	66.31763	40.41398	425-48-2873	6.76943	0.00000	6.57447	7.09962	7.63562	5.65176	Christopher Rojas
9578	nop	no	15.42255	43.73504	7.74248	3.10332	8.54230	67.60019	35.63104	065-50-6840	5.89200	1.00000	7.92198	6.31833	5.12101	7.24391	Beverly Simmons
9579	widowed	yes	48.93223	80.28145	8.02946	6.23200	7.81568	58.69039	56.61791	010-23-1302	7.42735	0.00000	7.46807	4.31594	8.06371	6.17660	Suzanne Vasquez
9580	married	no	9.58509	49.66143	9.90327	5.42800	9.46937	46.43292	38.64298	607-31-6171	7.87661	0.00000	5.04799	6.28757	10.78089	7.48197	Danielle Thomas
9581	single	yes	14.69534	-0.36227	9.08922	5.28694	9.82720	77.16348	5.91663	711-83-9959	6.26503	1.00000	6.45359	6.92959	4.22068	4.35953	Charles Coleman
9582	widowed	yes	28.14081	77.31429	6.64436	5.02796	4.14783	41.19740	53.03415	472-50-1698	5.54708	0.00000	6.66131	5.14463	3.43861	5.50339	Monica Hoover
9583	single	no	84.40515	91.49963	7.39195	4.87603	6.91475	66.33310	42.70358	117-11-7916	4.27588	1.00000	5.75680	5.18216	3.00559	5.72870	Michael Larsen
9584	married	yes	11.47634	88.06017	6.13055	6.92830	2.88023	68.59334	48.91872	522-23-0452	0.21677	1.00000	7.21143	6.50626	6.16075	6.54255	Meghan Daniel
9585	single	Y	43.82037	109.04443	6.80937	4.68935	8.09451	49.45103	22.82137	703-69-7203	6.15433	1.00000	5.99874	6.56474	6.68571	8.42858	Susan Mcclain
9586	married	Y	36.51544	57.90565	7.94489	4.42592	8.08071	43.44080	32.46264	483-87-9264	5.50691	1.00000	6.84483	5.77327	5.73268	6.21679	Jean Johnson
9587	married	no	31.86100	130.71998	6.96271	5.18869	4.19386	36.14433	35.43834	396-93-8307	5.41295	0.00000	7.03552	6.95502	5.09742	6.92048	Sandra Frank
9588	divoced	no	24.78670	74.49499	6.03593	7.25103	4.15195	49.91332	46.56399	688-60-3219	8.15263	1.00000	6.00125	5.96073	15.13007	9.03933	Randy Mitchell
9589	married	N	33.16057	89.83193	7.02245	2.82377	8.30379	52.16459	21.82142	432-50-6704	6.29957	1.00000	5.85587	5.69405	4.53047	6.50399	Jeremy Mclaughlin
9590	separated	N	34.51722	90.51303	7.07124	7.29637	4.36951	45.84652	58.48538	607-32-6554	7.44500	1.00000	5.54369	4.96819	10.27573	4.99858	Julia Reed
9591	married	yes	13.38265	-19.23724	8.50895	5.36075	9.19808	55.01743	47.35634	028-35-4643	6.30925	1.00000	6.47916	5.13413	4.95093	7.43696	Sandra Lane
9592	divoced	yes	32.35026	91.62537	7.99131	5.47887	4.27690	45.04191	43.02955	440-35-9806	4.40008	0.00000	5.03010	7.55140	5.99364	5.63648	Arthur Jackson
9593	divoced	Y	65.75939	82.51170	7.39094	6.85025	5.26019	79.39119	34.99839	824-01-9935	7.04451	1.00000	5.94904	7.08856	8.78836	5.33818	Shane Mcconnell
9594	single	no	83.58871	32.77032	6.30838	3.88748	6.45546	58.87920	54.12397	248-36-0266	7.22904	0.00000	5.74372	7.63051	9.20241	5.63801	Matthew Edwards
9595	married	N	0.02207	61.27521	8.17527	3.71414	3.34496	52.68350	47.53929	651-27-3293	7.02090	0.00000	5.83808	6.86047	10.32653	6.26837	Jodi Burke MD
9596	married	no	9.54074	116.39052	9.54537	5.53437	2.83650	27.36043	61.82399	437-42-8509	4.39618	0.00000	5.84354	6.54965	4.23438	6.39646	Shawn Torres
9597	single	Y	61.56707	48.36024	7.05260	7.87081	5.10046	38.64148	56.45203	804-75-6073	7.33795	1.00000	4.80893	5.49111	11.79467	6.82996	Anna Walker
9598	married	no	68.61022	85.05189	6.89160	6.44983	5.45491	27.66440	49.99821	844-67-3800	2.67302	1.00000	6.70484	4.23702	2.40478	4.82123	Sheila Hampton
9599	widowed	yes	9.68132	50.41303	7.57625	6.72042	3.07205	47.49939	54.75057	345-84-1087	4.02542	0.00000	5.56120	5.90552	6.36097	4.76482	James Brown
9600	separated	no	53.15898	87.58488	8.30859	4.48696	7.79590	63.69833	47.87584	125-49-4065	6.68589	0.00000	7.15225	3.91383	7.64054	7.82403	Ann Montoya
9601	divoced	no	17.48478	39.93150	5.74083	8.36086	2.43910	41.13804	42.18149	570-19-7400	8.77201	1.00000	6.93792	6.89002	21.58314	4.99582	Evan Grant
9602	single	Y	43.76714	75.86817	7.77273	6.99534	4.61348	74.07509	42.00220	555-02-8252	7.20065	1.00000	8.01101	6.05977	9.47633	4.61434	Christian Hernandez
9603	married	no	8.04312	23.92170	9.24050	3.89360	3.03332	36.18128	54.65690	363-92-4493	6.38713	0.00000	6.40151	6.22452	9.81860	5.90370	Brian Chase
9604	nop	no	51.58998	24.70057	7.56175	7.89246	4.71514	46.46585	43.15117	069-88-5339	7.35868	1.00000	5.73869	6.32407	11.72846	5.75793	Stephanie Berger
9605	divoced	no	49.78773	30.30773	7.11478	3.83891	4.87017	61.33702	53.88355	277-85-4234	6.31616	0.00000	6.06343	5.50701	5.33931	6.57611	Joseph Fuller
9606	divoced	Y	20.94339	-7.58852	7.03332	7.55278	3.93879	51.89479	42.56074	400-48-4399	7.74392	1.00000	5.13861	4.91808	9.06577	6.39243	Sarah Vincent
9607	divoced	Y	28.04785	52.80562	8.43199	5.99717	8.32333	64.68487	24.37858	857-31-8224	5.16826	1.00000	4.95363	7.67008	3.60719	3.70167	Maria Hill
9608	married	no	62.42027	25.42099	6.13154	5.73800	5.01445	52.37142	46.83831	064-13-9779	4.56921	0.00000	5.00059	6.28569	5.25166	7.48342	Rhonda Schwartz
9609	separated	no	78.71261	82.14652	8.63091	6.78206	5.49755	56.99926	42.01435	012-45-2002	6.44741	1.00000	6.54475	4.80373	4.97616	4.31674	Jessica King
9610	married	yes	19.14875	14.63292	7.10091	3.89396	3.42248	64.15502	63.13723	486-50-4284	7.36884	0.00000	6.54213	5.97117	7.76659	4.62243	Heather Miller
9611	divoced	no	51.32908	75.73599	7.27275	8.88731	4.99646	62.04265	53.84263	598-76-0665	7.42075	1.00000	6.90970	5.21921	10.56387	5.60695	Rebecca Roy
9612	single	no	21.61406	67.90425	7.97688	5.48502	8.71351	59.23948	42.88383	112-78-6279	6.18649	1.00000	6.41635	5.25918	6.61518	5.15047	Heather Figueroa
9613	single	no	53.05763	33.47820	7.13316	4.66847	7.70460	45.94064	53.71653	581-05-7702	5.61756	1.00000	6.62897	5.94720	6.31503	5.43338	David Collier
9614	separated	N	64.09960	54.82311	7.51338	5.10153	7.42751	48.37493	23.00961	326-56-0414	4.70145	1.00000	6.25316	5.67052	6.49460	5.78318	Shannon Bishop
9615	divoced	no	8.21747	130.25234	7.14559	4.24631	3.34304	52.74049	61.22805	053-90-5729	6.77821	0.00000	6.98587	6.49632	9.28175	6.72668	Kyle Smith
9616	married	no	88.43911	101.71290	6.90773	5.71979	5.93010	54.98579	47.78437	522-88-1154	3.49851	1.00000	4.61898	5.82390	4.29905	7.15371	Miguel Moore
9617	widowed	N	57.94026	44.92684	6.91582	8.12596	4.99588	75.22925	42.86386	320-09-6695	7.34866	1.00000	5.93052	6.11023	6.24935	5.05170	Frederick Sanchez
9618	divoced	no	63.54331	47.80578	5.50769	5.45196	5.20296	49.98889	44.13607	089-87-5737	5.04479	0.00000	8.08995	6.98911	6.35269	5.94258	Jessica Hutchinson
9619	divoced	no	82.16399	78.06909	6.12705	5.51267	6.57838	34.02773	26.74629	350-97-8040	3.96140	0.00000	4.50996	6.30514	7.67404	4.95323	James Lee
9620	married	yes	44.82552	80.87915	7.23442	7.25345	4.68098	41.35370	67.50921	388-74-5019	7.46038	1.00000	8.51511	6.98814	9.70347	4.82639	Jennifer Aguilar
9621	separated	yes	11.87606	58.33227	8.21306	4.26624	3.54356	31.62120	39.35830	638-39-2167	5.85869	0.00000	6.15230	5.85596	6.25856	6.48756	Frank Bridges
9622	divoced	Y	76.52519	114.30840	7.46027	2.89541	5.71281	49.12079	56.74650	376-77-9042	2.83130	1.00000	5.04740	5.50441	4.48364	6.32598	Ashley Williams
9623	married	no	32.29771	104.83962	7.98570	8.38405	4.28179	19.58647	50.96545	749-16-4140	7.27162	1.00000	5.34889	6.20018	8.00866	7.07083	Richard Johnson
9624	married	yes	52.13700	86.06661	5.67464	6.93704	4.65388	67.57909	74.20021	473-78-9879	7.90912	1.00000	7.14420	6.35997	11.11715	4.64811	Aaron Schaefer
9625	divoced	no	90.47242	141.14273	6.82848	7.30039	6.16400	47.01265	52.48263	433-98-9266	3.75622	1.00000	5.92204	4.90211	4.45687	6.89168	Robert Thornton
9626	divoced	no	71.76277	53.39847	7.15494	4.56716	7.37458	36.07490	46.75708	879-91-4903	7.61892	0.00000	7.58254	7.20059	11.75295	6.44172	Joy Wilson
9627	widowed	yes	64.41627	102.49104	7.60547	7.39520	5.14379	46.22978	33.43472	356-51-3828	7.17326	1.00000	7.11569	6.05811	7.24031	5.28331	Benjamin Reyes
9628	separated	yes	83.34218	35.29991	6.63933	4.60732	6.80457	35.49216	71.44104	698-21-1995	6.78005	0.00000	5.81313	6.66601	10.35842	5.56712	Shirley Padilla
9629	single	N	83.49268	68.00298	6.03208	4.14792	6.05582	43.64888	75.03763	762-66-2346	5.51214	0.00000	7.08714	4.06382	4.54685	5.24557	Jennifer Pruitt
9630	single	no	13.20283	78.21867	8.71937	5.86789	9.12008	52.52821	31.55260	276-02-6345	6.33680	1.00000	7.58103	6.39693	6.10804	7.13387	Kenneth Chapman
9631	divoced	Y	42.59082	74.92587	5.56462	6.78201	4.47446	61.89633	41.28578	273-63-2065	2.31669	1.00000	6.54419		4.61835	4.86291	Jeffrey Long
9632	married	Y	28.94108	56.26240	7.47572	7.65060	4.08077	74.17910	37.80058	481-55-4865	7.62356	1.00000	5.05780	8.56951	10.77771	5.66888	Lauren Bell
9633	separated	yes	75.38672	79.35130	8.04673	2.80885	7.06813	49.19529	50.32446	824-41-4132	4.14587	1.00000	6.83620	6.43241	3.99607	4.97873	Dr. Kimberly Campbell
9634	divoced	no	83.16320	102.45785	6.56588	4.98936	6.56985	66.06951	40.49758	889-02-7527	6.36181	0.00000	6.15759	6.28236	7.96539	5.37964	Brian Davila
9635	nop	yes	86.29725	139.99023	7.56234	4.00906	5.91918	73.96752	75.17692	693-81-6885	2.95297	1.00000	4.51313	5.17784	4.99549	4.96713	Nathan Smith
9636	single	no	56.84838	54.07156	6.73248	6.83809	4.88596	42.30840	40.37796	738-61-5307	7.44689	1.00000	3.83011	5.23212	10.30701	6.18281	Melissa Brown
9637	nop	Y	51.50583	105.80617	7.50212	8.85606	4.80717	66.39264	70.10137	020-31-5518	7.45756	1.00000	6.00016	6.49273	10.10600	6.01564	Christina Nguyen
9638	married	no	85.97182	110.83753	6.15368	4.94311	5.92251	54.13989	42.60912	821-07-1746	4.11435	1.00000	5.94610	7.08909	4.77004	5.79051	Stephanie Ryan
9639	widowed	yes	75.14757	69.01275	6.81540	6.08971	5.65562	58.06767	39.60114	009-51-5115	3.17937	1.00000	4.66017	4.31205	5.81910	4.26370	Tracy Jackson
9640	married	yes	25.76354	23.84273	7.80012	7.73745	4.06650	27.25397	60.82996	097-18-0550	7.62372	1.00000	6.09800	6.24373	10.08041	6.97363	Dawn Gilmore
9641	single	no	76.20940	100.23971	7.01819	5.22467	6.99897	82.42059	29.08189	862-97-6337	4.42273	1.00000	5.20952	7.14446	3.67365	6.08658	Kristina Fuentes
9642	married	N	7.04884	22.77489	7.67864	4.70877	9.55629	69.21228	45.95475	724-71-1881	7.68598	1.00000	6.41343	6.16493	11.54301	6.23829	Eric Mitchell
9643	single	no	51.18334	17.92333	7.14786	5.96856	4.80830	46.88737	31.33850	071-43-9098	7.37998	1.00000	4.87765	4.26077	7.01865	6.86490	Caroline Gill
9644	divoced	yes	64.93688	32.04164	7.61568	7.58685	4.99362	49.38202	12.37263	710-05-0837	7.19788	1.00000	7.08841	4.63590	7.64924	4.81901	Thomas Massey
9645	separated	no	35.12976	17.70258	6.95733	3.36364	8.42943	72.90180	47.65898	833-77-9119	6.72187	1.00000	8.35131	6.07157	9.86737	5.05434	Kimberly Forbes
9646	divoced	yes	45.84234	63.30916	8.08399	8.19659	4.57121	30.08299	42.45821	675-62-5391	7.26166	1.00000	5.08864	6.10374	9.84317	5.20625	Cynthia Cummings
9647	single	no	59.36900	42.36645	7.29462	4.26975	7.46095	39.71511	36.94504	408-36-0307	5.01738	1.00000	5.64035	6.90267	3.77160	6.61818	Andrea Shah
9648	single	no	75.09182	-22.53903	5.67717	4.93130	5.65089	46.97198	71.19075	339-05-1829	5.94185	0.00000	4.02161	7.40823	6.57337	6.86688	Raymond Johnson
9649	married	yes	84.63200	70.51298	5.84986	5.01227	6.06613	50.18001	32.59226	004-44-9435	4.56028	1.00000	5.80856	7.07355	8.39791	5.24270	Anthony Leonard
9650	married	yes	62.48839	40.77908	7.30697	3.14010	7.33364	41.14372	58.32908	235-95-4178	4.72438	1.00000	6.21756	5.88390	3.64739	4.02996	Patricia Allison
9651	single	yes	77.88256	92.07355	4.69199	5.87983	5.71651	63.06658	45.78375	516-58-8372	7.75387	1.00000	5.42187	6.10533	12.75968	7.68901	Ashley Bates
9652	married	no	16.74321	75.48449	7.82045	4.54299	8.83922	63.73210	28.58040	185-10-2098	6.63289	1.00000	5.46098	7.08893	5.66222	5.74505	Hector Trujillo
9653	divoced	yes	11.25746	72.45722	6.70557	6.98158	3.74453	72.58457	54.89575	060-09-5231	8.00294	1.00000	6.96355	5.70144	13.84350	7.01971	Bryan Stuart
9654	divoced	yes	35.94461	61.95884	6.95719	3.02027	4.34632	69.11378	35.50688	808-51-9372	7.87101	0.00000	5.12753	5.52835	11.99849	6.98087	Jonathan Olson
9655	widowed	no	45.04834	17.78576	9.75193	8.58968	4.70962	50.02373	48.96746	622-12-8801	6.43794	1.00000	6.68787	5.53599	6.29571	6.98713	Nicole Alexander
9656	single	no	54.33255	18.55516	7.70148	4.34820	7.74860	50.03647	35.01791	508-15-6621	7.67343	0.00000	7.85750	5.10675	11.67928	6.07615	Michael Pham
9657	married	no	74.53073	55.34619	6.81422	6.19003	5.56393	80.44645	62.90058	855-73-2629	3.45450	0.00000	4.75624	7.55069	4.03227	6.60067	Robert Jones
9658	married	no	41.25084	60.74441	7.52720	8.71619	4.51865	60.13225	30.83689	721-14-8208	7.50724	1.00000	7.66546	4.85605	9.53539	7.11181	Todd Church
9659	nop	N	17.55064	49.51354	8.72865	6.76914	8.76771	47.10521	88.96001	196-34-4204	8.09633	0.00000	6.00700	5.54934	14.94395	7.04500	Mr. Brian Roberts MD
9660	divoced	no	12.96597	-3.74348	9.13459	4.59191	8.79023	66.81845	40.17686	768-64-5833	7.64252	0.00000	5.94468	5.79976	13.51015	5.09152	Deborah Martin
9661	nop	no	73.14666	52.60694	4.62649	3.51061	5.41861	60.40079	41.92690	766-41-4174	8.55566	0.00000	7.13408	5.61635	21.60515	6.77171	Micheal Curtis
9662	married	no	14.28711	151.30505	7.53966	5.34629	9.15796	66.66263	26.51630	601-99-2253	7.08857	1.00000	6.40305	5.76718	8.42153	6.15074	Stephen Stewart
9663	nop	no	75.90132	92.92979	5.94687	3.30860	5.53752	58.30041	51.75120	222-03-6524	3.63197	1.00000	6.05798	6.65882	4.97530	4.93110	Jessica Newman PhD
9664	single	Y	77.55563	78.12850	8.60419	4.41469	5.66596	50.01034	35.35231	721-53-2147	4.42333	0.00000	6.01751	5.11701	5.08744	5.06507	Suzanne Snyder
9665	single	N	58.16191	20.15662	6.87681	2.26901	4.87064	46.82382	44.41597	209-22-5105	2.22410	1.00000	6.11371	6.79684	5.27170	6.60446	Sandra Baldwin
9666	divoced	no	88.22353	44.50398	7.09010	6.82634	5.95835	26.63453	44.46375	116-09-7984	6.83874	1.00000	6.91274	4.02857	6.27030	5.40754	Taylor Goodman
9667	widowed	yes	68.57156	42.85671	7.34268	4.18698	7.35277	62.88520	46.81967	326-48-1858	6.92186	0.00000	6.34321	6.03295	8.13174	6.91735	Bradley Vaughn
9668	married	Y	86.06801	25.83746	6.04601	5.43094	6.00911	32.03856	85.56884	418-64-7464	4.13485	1.00000	6.38826	6.98155	6.20938	4.55626	Krystal Johnson
9669	divoced	Y	12.37831	88.01445	7.13007	7.21939	3.38197	40.45507	47.32118	001-62-7745	7.82538	1.00000	6.37373	4.38559	9.06929	6.23110	Michael Robinson
9670	single	no	55.41024	98.64926	6.22918	3.37507	7.53134	60.42274	35.28038	056-19-7195	6.07403	1.00000	4.01732	6.37502	4.65896	5.37672	Gene Kent
9671	married	no	21.94590	65.92525	9.54283	4.68909	9.88178	39.39362	42.26784	747-54-5164	6.55246	1.00000	7.62295	6.13527	9.08494	6.23439	Daniel Castillo
9672	single	no	58.73856	91.21316	6.42393	4.92547	4.98460	43.15295	46.38630	217-47-9603	5.15897	0.00000	6.02878	6.31307	4.88783	7.40654	Catherine Brown
9673	married	Y	79.79974	108.46376	8.12102	8.16682	5.72876	65.11638	48.19933	375-44-6695	6.93134	1.00000	6.72409	6.21931	8.13489	9.23123	Teresa Stephenson
9674	divoced	no	81.94747	77.35655	8.41777	2.84594	5.44342	73.56235	41.42077	529-16-5955	5.98882	0.00000	7.72376	5.96469	6.80966	6.88038	Kimberly Peterson
9675	separated	no	74.07537	121.48682	7.20012	4.68338	5.55120	55.96994	62.60929	573-08-7655	4.91289	0.00000	6.50922	6.03181	6.65549	5.32588	Samuel Davis
9676	divoced	no	77.32739	106.82751	7.17447	5.65384	5.66328	72.24865	52.96121	750-82-4139	6.87568	1.00000	7.14017	5.04522	9.40855	6.81429	Ms. Susan Lopez MD
9677	married	no	71.31229	37.91402	7.15223	6.39803	7.39024	58.64050	43.26798	149-59-6669	7.64643	0.00000	7.00020	6.39062	11.56597	5.77421	Patrick Leonard
9678	single	no	81.60752	61.04821	9.05726	8.20987	6.99579	45.83789	43.19010	053-33-8397	6.24391	1.00000	6.80259	5.93038	7.95494	7.54085	Jack Gibbs
9679	separated	Y	86.42513	79.58281	8.18566	7.45388	5.79903	69.95372	59.69833	736-80-8346	6.65615	1.00000	7.09531	7.60916	7.20574	5.86638	Lisa Sloan
9680	single	no	39.69328	45.71523	8.72425	4.93398	8.00625	25.24539	63.35796	618-22-3194	4.66625	1.00000	5.79736	5.32814	4.79975	4.05886	Michael Cole
9681	married	no	70.28406	52.75885	6.35654	7.10114	5.42316	46.85779	66.33267	582-29-6981	7.39414	1.00000	6.55233	5.87874	11.39050	5.73491	Joshua Cox
9682	divoced	no	63.92583	67.29244	8.36969	7.55880	5.11123	64.84482	41.22495	090-58-2343	6.79336	1.00000	4.52347	6.83779	5.24759	6.97442	Randy Johnson
9683	married	no	12.96510	78.58615	6.80112	6.07273	3.71796	32.65669	46.81944	194-91-0580	4.61173	0.00000	6.25337	7.56744	7.14791	5.53827	Samuel Hall
9684	separated	Y	71.01409	76.38895	7.57669	5.33622	7.21546	70.72834	36.45809	877-65-0381	6.26079	0.00000	5.57199	5.04209	5.79300	6.16320	Jason Harris
9685	divoced	Y	33.13427	45.20387	8.33511	5.78520	8.12710	61.06433	43.69659	732-07-5015	7.15231	0.00000	8.22467	6.59280	9.33913	5.62249	Brandon Gomez
9686	married	no	42.91047	46.24179	8.04371	4.75410	7.82309	33.64077	49.41321	546-82-1793	4.91511	1.00000	5.34664	6.48268	7.25698	4.85093	Brittany Moore
9687	single	no	71.60079	56.40817	7.24382	4.23097	7.16619	24.93636	38.25214	495-24-7358	4.78920	1.00000	7.47022	6.65273	6.49433	5.82382	Robert Davidson
9688	separated	no	57.03584	71.67862	7.19853	6.27458	7.54811	53.16504	39.35298	664-26-1869	8.94227	0.00000	8.27173	4.46603	27.03774	4.08755	Kyle Wood
9689	divoced	yes	44.32585	25.54293	7.64376	6.27259	8.09183	43.78244	42.73399	467-16-7509	5.53251	1.00000	6.44973	4.78114	7.08815	7.12203	Joshua Collins
9690	married	no	32.56039	86.58698	5.82359	4.56736	4.38681	31.96249	19.22336	395-91-5262	6.15107	0.00000	5.21670	6.31887	6.42419	6.62929	Joseph Hancock
9691	married	Y	36.56096	57.39028	7.95889	4.94791	8.19483	62.98141	64.93961	309-13-5892	5.61821	1.00000	5.41632	7.00943	6.57038	5.74776	Pamela Walker
9692	married	Y	55.17228	57.63531	8.63247	7.89297	4.88923	68.97197	46.69590	127-38-5351	6.91321	1.00000	7.02621	6.03702	7.97909	5.10366	Noah Wolf
9693	divoced	no	81.74707	56.77969	5.88818	4.18957	6.46374	57.13437	57.66404	363-92-4493	4.77919	1.00000	7.78445	4.00100	3.15480	5.72131	Brian Chase
9694	single	yes	70.06859	42.99108	7.28304	5.63078	7.23529	37.67232	51.96751	175-22-9910	7.21095	0.00000	5.13251	6.94307	7.79184	5.90938	Mark Kirby
9695	single	no	68.77166	56.65233	5.08347	4.73350	5.13278	54.53728	39.37268	322-23-1651	6.05016	1.00000	5.18942	7.12487	7.29461	6.98491	Calvin Green
9696	single	no	76.80882	124.33033	8.26237	7.49223	5.48450	42.78683	41.79205	731-93-4522	6.90085	1.00000	7.07565	5.15054	7.81116	5.09482	Melissa Kane
9697	divoced	no	58.00762	50.44762	8.31887	7.13574	4.91938	28.82610	70.79439	039-50-8012	6.83246	1.00000	5.24899	5.08648	7.85800	6.39305	Tamara Gibson
9698	married	no	76.14480	37.87055	7.39808	7.11348	5.38385	69.00402	50.56994	602-72-9977	7.21558	1.00000	4.28366	6.47383	8.15255	6.19337	Chad Brooks
