,relationship,smoker,alp,weight,trombocyty,hematokrit,hemoglobin,er-cv,ast,ssn,erytrocyty,indicator,hbver,leukocyty,alt,etytr,name,residence,blood_group,birthdate,address,race,job,sex
7098,widowed,no,86.92703,77.6868,6.20158,4.02965,6.85647,55.91338,32.53258,636-57-9298,5.42857,0.0,6.2874,6.77699,2.50222,7.14219,Justin Whitaker,"7331 Gordon Landing
Ramosstad, MN 47078",A-,2016-01-07,"938 Horton Haven Suite 034
North Mark, NE 59492",Black,"Producer, television/film/video",M
7099,separated,no,78.58063,30.48207,6.71953,6.29606,5.63911,38.48129,61.48033,636-57-9298,7.34498,1.0,6.67025,4.68549,10.77625,5.96057,Justin Whitaker,"7331 Gordon Landing
Ramosstad, MN 47078",A-,2016-01-07,"938 Horton Haven Suite 034
North Mark, NE 59492",Black,"Producer, television/film/video",M
7100,married,no,11.07806,51.16665,7.6357,4.12845,9.05351,53.17291,35.32712,376-36-4481,7.03353,1.0,6.41489,8.41541,6.72705,5.69438,Anna Hayes,"34047 Alicia Road Suite 214
Bakerville, NM 85335",O-,1979-04-30,"275 Jack Shores
Jenkinsfurt, NJ 20977",White,Landscape architect,F
7101,divorced,no,60.01805,33.13598,8.22081,6.70633,7.62522,49.64014,41.43199,376-36-4481,6.38335,0.0,6.39886,5.88113,8.56948,4.85595,Anna Hayes,"34047 Alicia Road Suite 214
Bakerville, NM 85335",O-,1979-04-30,"275 Jack Shores
Jenkinsfurt, NJ 20977",White,Landscape architect,F
7102,separated,no,75.33623,60.70385,7.76833,7.45566,5.48157,50.89383,55.88133,376-36-4481,7.10489,1.0,5.29712,4.84822,9.01086,7.29446,Anna Hayes,"34047 Alicia Road Suite 214
Bakerville, NM 85335",O-,1979-04-30,"275 Jack Shores
Jenkinsfurt, NJ 20977",White,Landscape architect,F
7103,married,no,59.50327,107.99566,4.59792,5.26813,5.00812,44.90244,67.97725,147-61-3682,7.97763,1.0,4.53211,7.11801,13.14786,4.88145,Tiffany Osborne,"9549 Robinson Dam
South Melissachester, WV 40178",B-,1967-03-02,"2703 Beck Port
Leonardberg, OH 80522",Black,"Scientist, research (life sciences)",F
7104,widowed,yes,40.5121,24.76334,8.64272,5.4957,8.07965,28.16356,21.93629,147-61-3682,5.36379,1.0,6.68565,6.30024,5.95023,6.33988,Tiffany Osborne,"9549 Robinson Dam
South Melissachester, WV 40178",B-,1967-03-02,"2703 Beck Port
Leonardberg, OH 80522",Black,"Scientist, research (life sciences)",F
7105,divorced,no,70.363,141.40825,5.61495,6.69914,7.48389,62.07163,51.95815,147-61-3682,6.4189,1.0,4.75337,6.27236,3.6514,6.03355,Tiffany Osborne,"9549 Robinson Dam
South Melissachester, WV 40178",B-,1967-03-02,"2703 Beck Port
Leonardberg, OH 80522",Black,"Scientist, research (life sciences)",F
7106,divorced,no,74.95749,54.03313,7.56473,3.2846,5.4113,50.35169,46.99441,147-61-3682,6.25032,0.0,5.82323,5.89068,6.50603,6.2839,Tiffany Osborne,"9549 Robinson Dam
South Melissachester, WV 40178",B-,1967-03-02,"2703 Beck Port
Leonardberg, OH 80522",Black,"Scientist, research (life sciences)",F
7107,single,no,10.26041,64.75782,9.73256,5.03297,3.48737,50.99483,48.2692,186-72-7019,4.72082,0.0,5.0864,7.77634,3.76998,7.03818,Cody Myers,"4292 Evans Stravenue
Lake Lynnland, LA 36641",O-,1955-10-23,"48595 Allison Crossing
Christophershire, PA 01333",Black,Legal secretary,M
7108,divorced,no,17.9278,75.64093,7.59364,4.66368,3.88864,52.86561,24.31605,186-72-7019,5.8011,0.0,4.91104,6.65532,8.84961,6.48067,Cody Myers,"4292 Evans Stravenue
Lake Lynnland, LA 36641",O-,1955-10-23,"48595 Allison Crossing
Christophershire, PA 01333",Black,Legal secretary,M
7109,divorced,no,65.4597,52.72609,7.44378,5.16711,7.30738,51.11275,39.66658,186-72-7019,7.37462,0.0,4.76715,5.23867,9.80703,7.60109,Cody Myers,"4292 Evans Stravenue
Lake Lynnland, LA 36641",O-,1955-10-23,"48595 Allison Crossing
Christophershire, PA 01333",Black,Legal secretary,M
7110,married,yes,25.38438,72.97736,6.3258,7.19336,4.18594,44.43641,48.74771,860-78-1314,7.77447,1.0,5.45969,6.81803,13.765,5.82689,Seth Lopez,"1100 Joshua Light Suite 877
New Andrew, MD 18119",B-,1959-07-22,"8178 Carolyn Junctions Suite 088
East Mark, MO 31765",White,Commercial horticulturist,M
7111,widowed,no,73.86178,107.52266,7.13856,5.17295,7.0986,31.72155,58.20267,860-78-1314,4.6556,1.0,5.66384,5.7754,6.00329,7.68701,Seth Lopez,"1100 Joshua Light Suite 877
New Andrew, MD 18119",B-,1959-07-22,"8178 Carolyn Junctions Suite 088
East Mark, MO 31765",White,Commercial horticulturist,M
7112,divorced,no,41.17599,101.70187,6.89589,5.72117,7.97264,65.89386,15.89238,860-78-1314,5.91457,1.0,6.32828,4.55701,3.15411,5.34128,Seth Lopez,"1100 Joshua Light Suite 877
New Andrew, MD 18119",B-,1959-07-22,"8178 Carolyn Junctions Suite 088
East Mark, MO 31765",White,Commercial horticulturist,M
7113,married,no,51.02964,113.50194,8.14308,4.33285,7.91956,45.76812,42.34642,025-09-8913,7.42414,1.0,4.16613,6.6595,10.21221,5.38139,Jeff Rivers,"69676 Young Ridges Suite 834
Staceyside, TN 27412",A+,1926-07-20,"051 Ford Hollow Suite 542
Simpsonview, OH 22565",White,Copy,M
7114,single,yes,73.21107,53.8443,6.62657,6.00465,5.61299,63.5273,52.78098,025-09-8913,7.32396,1.0,5.76678,7.23051,9.44804,7.76686,Jeff Rivers,"69676 Young Ridges Suite 834
Staceyside, TN 27412",A+,1926-07-20,"051 Ford Hollow Suite 542
Simpsonview, OH 22565",White,Copy,M
7115,single,no,69.53388,80.87342,7.33428,5.30994,7.37993,48.17062,51.39827,025-09-8913,6.97244,0.0,5.89083,6.59952,7.43853,6.42269,Jeff Rivers,"69676 Young Ridges Suite 834
Staceyside, TN 27412",A+,1926-07-20,"051 Ford Hollow Suite 542
Simpsonview, OH 22565",White,Copy,M
7116,married,yes,64.08321,65.54675,7.63032,8.15453,5.17363,68.87813,46.64823,153-29-0864,7.10791,1.0,6.30573,4.54665,9.21509,5.25916,Renee Sampson,"5721 Francis Track Suite 944
Port Keithmouth, RI 59082",AB-,1945-12-13,"3635 David Manor
South Cassandra, MT 71222",White,"Engineer, aeronautical",F
7117,married,yes,30.52389,32.84213,8.15904,4.78547,8.44613,66.78822,46.6112,153-29-0864,5.68151,1.0,7.6358,4.52528,6.31426,6.37259,Renee Sampson,"5721 Francis Track Suite 944
Port Keithmouth, RI 59082",AB-,1945-12-13,"3635 David Manor
South Cassandra, MT 71222",White,"Engineer, aeronautical",F
7118,married,no,21.67439,78.42052,7.19436,8.43461,3.86807,49.37594,50.46899,153-29-0864,7.90932,1.0,6.41012,6.67224,13.02477,5.65526,Renee Sampson,"5721 Francis Track Suite 944
Port Keithmouth, RI 59082",AB-,1945-12-13,"3635 David Manor
South Cassandra, MT 71222",White,"Engineer, aeronautical",F
7119,married,no,74.97559,86.87987,5.95073,6.10197,5.51046,58.73084,59.23698,029-90-9723,4.04261,0.0,4.38007,5.25898,4.49676,6.28562,Sarah Mathis MD,"0184 Ronnie Motorway
East Alice, GA 28256",AB+,2001-01-22,"5520 Munoz Green Apt. 287
South Dana, WV 05606",White,Sales promotion account executive,F
7120,divorced,yes,16.28656,145.57977,7.63858,4.42056,8.82846,59.40374,30.65424,029-90-9723,6.31467,1.0,7.51864,6.02652,6.8851,5.11081,Sarah Mathis MD,"0184 Ronnie Motorway
East Alice, GA 28256",AB+,2001-01-22,"5520 Munoz Green Apt. 287
South Dana, WV 05606",White,Sales promotion account executive,F
7121,divorced,no,18.39869,116.4254,7.55048,5.24301,2.35944,37.86372,26.30891,029-90-9723,6.19555,0.0,5.40021,6.74637,5.92043,7.99404,Sarah Mathis MD,"0184 Ronnie Motorway
East Alice, GA 28256",AB+,2001-01-22,"5520 Munoz Green Apt. 287
South Dana, WV 05606",White,Sales promotion account executive,F
7122,divorced,yes,89.16843,91.17263,8.121,5.38672,6.78645,43.85798,38.88384,029-90-9723,3.5381,1.0,8.70129,5.4168,2.75458,5.97528,Sarah Mathis MD,"0184 Ronnie Motorway
East Alice, GA 28256",AB+,2001-01-22,"5520 Munoz Green Apt. 287
South Dana, WV 05606",White,Sales promotion account executive,F
7123,married,no,9.77482,39.38158,7.58221,8.19678,2.8016,69.85008,61.29486,549-75-7224,8.14307,1.0,5.54178,5.04356,16.0024,6.29205,Lauren Brown,"Unit 5531 Box 9788
DPO AP 90544",A-,1963-10-15,"597 Aaron Haven
New Theresafort, MD 01694",Hawaiian,Paediatric nurse,F
7124,single,no,62.10827,56.8843,6.64902,5.28821,5.20711,60.95529,30.30988,549-75-7224,4.72411,0.0,4.5816,5.02971,5.88176,6.47131,Lauren Brown,"Unit 5531 Box 9788
DPO AP 90544",A-,1963-10-15,"597 Aaron Haven
New Theresafort, MD 01694",Hawaiian,Paediatric nurse,F
7125,nop,yes,75.70092,118.70639,10.13595,8.22445,5.45714,71.73148,63.00362,549-75-7224,6.28454,1.0,6.4467,5.69279,7.28063,3.73706,Lauren Brown,"Unit 5531 Box 9788
DPO AP 90544",A-,1963-10-15,"597 Aaron Haven
New Theresafort, MD 01694",Hawaiian,Paediatric nurse,F
7126,divorced,yes,81.55582,37.27118,7.1579,4.1476,5.77544,28.71078,56.78456,330-56-0091,2.85272,1.0,7.01292,6.00205,5.3735,6.91184,Donna Garner,"PSC 2504, Box 0500
APO AP 24670",AB+,1995-07-14,"00736 Edwards Centers
South Kayla, KS 73999",Black,"Social research officer, government",F
7127,married,yes,24.01993,64.18433,7.16966,6.66161,3.82189,45.26667,43.84291,330-56-0091,6.1145497405148355,1.0,5.66796,6.79941,12.68336,5.05077,Donna Garner,"PSC 2504, Box 0500
APO AP 24670",AB+,1995-07-14,"00736 Edwards Centers
South Kayla, KS 73999",Black,"Social research officer, government",F
7128,married,no,74.05807,68.04172,7.25806,3.90473,7.19121,63.51787,55.92614,330-56-0091,4.99206,1.0,5.26841,4.82969,4.29597,6.83166,Donna Garner,"PSC 2504, Box 0500
APO AP 24670",AB+,1995-07-14,"00736 Edwards Centers
South Kayla, KS 73999",Black,"Social research officer, government",F
7129,single,no,84.40393,88.91566,5.57638,6.75509,5.66335,29.77479,58.1835,330-56-0091,7.48902,1.0,7.83269,6.122418364350703,8.23292,7.13874,Donna Garner,"PSC 2504, Box 0500
APO AP 24670",AB+,1995-07-14,"00736 Edwards Centers
South Kayla, KS 73999",Black,"Social research officer, government",F
7130,separated,no,85.17017,74.42042,5.98101,3.81244,6.62572,58.88682,42.62658,270-92-9648,5.00919,1.0,6.02047,7.67256,5.61814,6.25215,Suzanne Chen,"41640 Arthur Via Suite 532
North Laurenmouth, SD 60025",B+,1956-04-27,"245 Nelson Spur
Amyport, AZ 56915",White,Management consultant,F
7131,divorced,no,12.9908,124.66799,7.52144,5.80151,3.54997,40.94443,40.44409,270-92-9648,4.97202,0.0,5.97448,5.44116,5.96009,5.16577,Suzanne Chen,"41640 Arthur Via Suite 532
North Laurenmouth, SD 60025",B+,1956-04-27,"245 Nelson Spur
Amyport, AZ 56915",White,Management consultant,F
7132,widowed,yes,88.62329,104.96304,7.88729,6.52881,6.15019,40.8098,52.66183,270-92-9648,6.58373,1.0,7.48413,7.76884,7.40412,7.20036,Suzanne Chen,"41640 Arthur Via Suite 532
North Laurenmouth, SD 60025",B+,1956-04-27,"245 Nelson Spur
Amyport, AZ 56915",White,Management consultant,F
7133,single,no,83.56646,63.07063,7.17369,5.64395,5.79999,40.86252,55.74174,270-92-9648,3.64485,0.0,7.33881,4.76958,6.12368,7.09121,Suzanne Chen,"41640 Arthur Via Suite 532
North Laurenmouth, SD 60025",B+,1956-04-27,"245 Nelson Spur
Amyport, AZ 56915",White,Management consultant,F
7134,divorced,yes,69.90003,35.29609,8.22001,7.78694,5.51468,44.78398,65.95248,139-79-9944,6.80081,1.0,6.80186,6.74028,8.26254,5.79974,Edward Dillon,"46241 Baird Greens Apt. 674
Matthewton, NM 69082",O-,2009-06-21,"985 Haley Brooks Suite 074
South Sergio, AL 95563",White,Mental health nurse,M
7135,married,no,80.79176,135.38046,7.05782,3.1927,6.64187,84.45034,47.13549,139-79-9944,4.5961,1.0,6.50701,4.75674,5.97588,6.04959,Edward Dillon,"46241 Baird Greens Apt. 674
Matthewton, NM 69082",O-,2009-06-21,"985 Haley Brooks Suite 074
South Sergio, AL 95563",White,Mental health nurse,M
7136,divorced,no,42.49021,60.01172,8.37112,8.08243,4.4873,63.92124,31.86063,139-79-9944,7.19134,1.0,5.85742,4.50817,8.73399,4.87921,Edward Dillon,"46241 Baird Greens Apt. 674
Matthewton, NM 69082",O-,2009-06-21,"985 Haley Brooks Suite 074
South Sergio, AL 95563",White,Mental health nurse,M
7137,married,yes,90.04931,23.25469,7.04846,6.19746,6.32684,60.19472,52.83811,675-76-6705,6.77756,0.0,5.75198,8.14296,8.2381,5.12778,Melissa Turner,"USCGC Lee
FPO AA 43691",O-,1930-09-06,"537 Obrien Square
North Melissa, AK 06648",White,Farm manager,F
7138,separated,no,34.83777,27.53313,6.57477,8.19896,4.28177,68.20387,28.47465,675-76-6705,7.86125,1.0,6.57341,5.2424,11.23639,7.15791,Melissa Turner,"USCGC Lee
FPO AA 43691",O-,1930-09-06,"537 Obrien Square
North Melissa, AK 06648",White,Farm manager,F
7139,divorced,no,84.79242,61.86494,9.71171,9.05338,6.14276,53.79298,57.93043,675-76-6705,6.42089,1.0,5.39177,6.06495,3.65399,4.80824,Melissa Turner,"USCGC Lee
FPO AA 43691",O-,1930-09-06,"537 Obrien Square
North Melissa, AK 06648",White,Farm manager,F
7140,separated,no,37.54108,55.87499,7.0758,7.62616,4.35418,55.22441,41.02539,458-28-8637,7.64129,1.0,6.68604,5.94351,11.34962,6.33502,Maria Mitchell,"92198 Alexandra Brook Suite 090
New Phillip, MO 79979",A+,1919-08-16,"3161 Yolanda Forks Suite 257
Lake Matthewburgh, AL 06430",White,Advertising art director,F
7141,separated,yes,11.08885,124.5704,7.28485,7.89013,9.15091,25.68598,71.12646,458-28-8637,7.25673,1.0,8.03774,6.1716,7.27727,7.50223,Maria Mitchell,"92198 Alexandra Brook Suite 090
New Phillip, MO 79979",A+,1919-08-16,"3161 Yolanda Forks Suite 257
Lake Matthewburgh, AL 06430",White,Advertising art director,F
7142,single,no,66.06022,56.86487,7.21193,3.68734,5.42619,38.93242,34.07266,458-28-8637,6.44245,0.0,4.58628,5.62302,6.59602,5.89796,Maria Mitchell,"92198 Alexandra Brook Suite 090
New Phillip, MO 79979",A+,1919-08-16,"3161 Yolanda Forks Suite 257
Lake Matthewburgh, AL 06430",White,Advertising art director,F
7143,married,no,78.63385,68.12727,8.01446,4.18658,6.96907,64.52458,42.63243,458-28-8637,3.69356,1.0,4.87024,5.73386,3.37873,6.99557,Maria Mitchell,"92198 Alexandra Brook Suite 090
New Phillip, MO 79979",A+,1919-08-16,"3161 Yolanda Forks Suite 257
Lake Matthewburgh, AL 06430",White,Advertising art director,F
7144,divorced,no,77.86774,121.92216,6.80339,6.4456,5.41484,69.25963,54.26227,730-70-2052,7.19897,1.0,5.45029,5.06562,8.55128,5.33599,John Foley,"539 Miller Curve Apt. 145
Port Marcbury, KS 10898",O-,1924-06-20,"97154 Christopher Skyway Apt. 224
East Jenniferfurt, VT 17130",White,Trade mark attorney,M
7145,single,no,68.46433,94.94615,7.71983,4.93656,5.34377,50.56721,44.36,730-70-2052,4.15497,0.0,5.08079,5.45687,7.63416,6.25357,John Foley,"539 Miller Curve Apt. 145
Port Marcbury, KS 10898",O-,1924-06-20,"97154 Christopher Skyway Apt. 224
East Jenniferfurt, VT 17130",White,Trade mark attorney,M
7146,single,no,45.81067,144.69118,8.30364,5.67524,7.96997,71.33772,62.36879,730-70-2052,4.8752,1.0,5.25172,6.14563,5.24315,5.72834,John Foley,"539 Miller Curve Apt. 145
Port Marcbury, KS 10898",O-,1924-06-20,"97154 Christopher Skyway Apt. 224
East Jenniferfurt, VT 17130",White,Trade mark attorney,M
7147,married,yes,16.767,50.29426,8.93418,6.09257,8.88238,56.93628,41.40076,465-96-4710,6.98316,0.0,7.35047,6.36692,6.51233,5.7876,Vincent Johnson,"3905 Thomas Oval Suite 439
Angelaland, LA 32511",AB+,1989-06-04,"USNV Miller
FPO AA 98725",Black,Logistics and distribution manager,M
7148,single,yes,85.59994,33.74628,6.92012,6.31415,5.8655,58.11459,35.44986,465-96-4710,7.05497,1.0,4.61206,7.74785,10.20799,5.05511,Vincent Johnson,"3905 Thomas Oval Suite 439
Angelaland, LA 32511",AB+,1989-06-04,"USNV Miller
FPO AA 98725",Black,Logistics and distribution manager,M
7149,divorced,no,31.77251,69.76234,7.1733,8.02859,4.30203,33.4801,44.38176,465-96-4710,7.54412,1.0,5.40078,6.26685,11.60528,5.89631,Vincent Johnson,"3905 Thomas Oval Suite 439
Angelaland, LA 32511",AB+,1989-06-04,"USNV Miller
FPO AA 98725",Black,Logistics and distribution manager,M
7150,widowed,no,71.62786,84.24755,8.7335,7.43345,5.46319,58.37072,50.23538,833-98-4836,6.70368,1.0,6.18667,4.86858,8.57901,6.63032,Julie Boone,"1144 Albert Club Suite 820
Delgadofurt, WA 25180",A-,2003-12-31,"18430 Perez Ferry
East Matthewview, TN 67466",White,Horticultural therapist,F
7151,married,yes,46.86366,86.28868,7.76971,7.16652,4.6017,34.51476,54.08351,833-98-4836,7.25234,1.0,5.72833,8.13732,9.69717,6.137329784946237,Julie Boone,"1144 Albert Club Suite 820
Delgadofurt, WA 25180",A-,2003-12-31,"18430 Perez Ferry
East Matthewview, TN 67466",White,Horticultural therapist,F
7152,widowed,yes,20.67028,92.49476,7.88936,5.11972,3.89973,69.83103,52.11125,833-98-4836,5.05912,0.0,6.5347,6.46172,4.77763,6.21937,Julie Boone,"1144 Albert Club Suite 820
Delgadofurt, WA 25180",A-,2003-12-31,"18430 Perez Ferry
East Matthewview, TN 67466",White,Horticultural therapist,F
7153,single,yes,96.42972,110.62197,4.52218,5.25773,6.66232,55.14476,61.74874,091-37-9905,4.80441,0.0,6.85614,6.88337,6.38196,6.62208,Sharon Raymond,"896 Thomas Station
North Johnhaven, MO 18371",B+,2003-11-07,"4098 Wright Fall
South Carl, WY 56246",White,Museum education officer,F
7154,single,yes,67.14853,67.2493,7.1733,4.04535,7.25381,56.90423,37.34237,091-37-9905,7.75948,0.0,6.98337,7.93604,10.43452,6.13075,Sharon Raymond,"896 Thomas Station
North Johnhaven, MO 18371",B+,2003-11-07,"4098 Wright Fall
South Carl, WY 56246",White,Museum education officer,F
7155,separated,no,17.60055,60.8662,6.54017,5.47645,2.62805,47.9516,30.35385,091-37-9905,6.37152,0.0,4.19049,6.33174,5.98997,6.50306,Sharon Raymond,"896 Thomas Station
North Johnhaven, MO 18371",B+,2003-11-07,"4098 Wright Fall
South Carl, WY 56246",White,Museum education officer,F
7156,divorced,no,76.31774,73.99777,8.08915,8.05633,5.33574,22.79913,64.44015,387-25-9440,6.87295,1.0,6.36112,4.81694,7.37324,4.08346,Peter Rich,"628 Adams Landing
Alvinmouth, SD 40107",O+,2003-07-04,"998 Petty Glen
South Olivia, AZ 44515",White,Chartered public finance accountant,M
7157,married,no,60.56029,127.47619,5.06381,3.91264,5.1214,72.234,43.30852,387-25-9440,6.24284,0.0,5.11874,6.68994,8.40171,4.57174,Peter Rich,"628 Adams Landing
Alvinmouth, SD 40107",O+,2003-07-04,"998 Petty Glen
South Olivia, AZ 44515",White,Chartered public finance accountant,M
7158,widowed,yes,30.3727,79.16801,7.12064,4.94419,4.23546,62.55823,46.06623,387-25-9440,5.5055,0.0,5.24859,5.39182,4.27554,6.25452,Peter Rich,"628 Adams Landing
Alvinmouth, SD 40107",O+,2003-07-04,"998 Petty Glen
South Olivia, AZ 44515",White,Chartered public finance accountant,M
7159,married,yes,72.85967,107.80695,5.42143,7.2152,5.3238,75.43926,50.47754,457-12-7402,2.92293,0.0,5.22948,4.97435,4.49908,5.10698,Sarah Bright,"748 Kim Islands
New Patriciaville, NC 62014",O+,1990-07-21,"3562 Elizabeth Highway Apt. 958
Osborneside, TN 39228",Black,Telecommunications researcher,F
7160,separated,no,75.97864,41.44131,6.84794,5.02127,6.86192,59.31278,58.61001,457-12-7402,6.86919,0.0,5.93924,6.09317,6.75559,4.78293,Sarah Bright,"748 Kim Islands
New Patriciaville, NC 62014",O+,1990-07-21,"3562 Elizabeth Highway Apt. 958
Osborneside, TN 39228",Black,Telecommunications researcher,F
7161,divorced,no,22.34962,45.69823,7.78344,3.47964,8.78281,60.12093,78.27753,457-12-7402,6.54192,1.0,6.39225,6.83876,8.03809,7.03612,Sarah Bright,"748 Kim Islands
New Patriciaville, NC 62014",O+,1990-07-21,"3562 Elizabeth Highway Apt. 958
Osborneside, TN 39228",Black,Telecommunications researcher,F
7162,widowed,no,66.15971,48.69707,6.32727,4.45765,5.18319,49.07383,56.84826,394-55-7199,3.09473,1.0,5.12735,4.4594,3.34979,4.7266,Devin Parker,"0080 Stephanie Stravenue
Lake Vincentbury, MN 54659",A+,1929-08-08,"45953 Anderson Crossroad Apt. 238
Kevinton, WV 45173",Black,"Education officer, museum",M
7163,divorced,no,65.82741,68.29988,7.93206,6.42718,7.40072,69.36457,70.19998,394-55-7199,4.50122,1.0,7.85999,7.59533,6.98314,5.8979,Devin Parker,"0080 Stephanie Stravenue
Lake Vincentbury, MN 54659",A+,1929-08-08,"45953 Anderson Crossroad Apt. 238
Kevinton, WV 45173",Black,"Education officer, museum",M
7164,divorced,yes,69.49289,75.20206,7.70175,5.44585,7.32418,36.87964,63.48084,394-55-7199,7.05256,0.0,6.44389,6.38658,10.23152,7.17544,Devin Parker,"0080 Stephanie Stravenue
Lake Vincentbury, MN 54659",A+,1929-08-08,"45953 Anderson Crossroad Apt. 238
Kevinton, WV 45173",Black,"Education officer, museum",M
7165,married,no,85.53223,37.5258,8.09263,6.86174,5.84737,53.63336,44.12258,394-55-7199,6.68499,1.0,8.12426,5.6667,8.19696,6.2015,Devin Parker,"0080 Stephanie Stravenue
Lake Vincentbury, MN 54659",A+,1929-08-08,"45953 Anderson Crossroad Apt. 238
Kevinton, WV 45173",Black,"Education officer, museum",M
7166,single,yes,28.25318,71.50776,8.85898,8.62742,3.99338,53.83463,62.2297,837-15-4901,7.31875,1.0,7.2488,5.09523,10.4206,6.62656,Justin Berg,"28823 Bailey Trafficway
Lake Eric, MD 63362",O+,1980-09-02,"08338 Tyler Pines
North Jeffreyfurt, GA 84106",Asian,Investment analyst,M
7167,divorced,yes,59.93426,61.60524,7.70201,4.40571,7.61785,51.87104,49.68694,837-15-4901,7.83119,0.0,5.01315,5.80197,12.99603,5.36305,Justin Berg,"28823 Bailey Trafficway
Lake Eric, MD 63362",O+,1980-09-02,"08338 Tyler Pines
North Jeffreyfurt, GA 84106",Asian,Investment analyst,M
7168,widowed,no,42.89169,75.49683,8.3846,4.46694,8.12047,58.03333,52.61528,837-15-4901,7.55712,0.0,6.74259,5.95209,8.51993,5.11961,Justin Berg,"28823 Bailey Trafficway
Lake Eric, MD 63362",O+,1980-09-02,"08338 Tyler Pines
North Jeffreyfurt, GA 84106",Asian,Investment analyst,M
7169,married,yes,35.67547,76.29708,8.67153,6.55574,8.2285,62.29484,81.36832,537-21-4073,5.04401,1.0,4.1306,5.76591,4.25906,6.03471,Alicia Smith,"PSC 8559, Box 6358
APO AE 79012",B-,1946-11-05,"57024 Taylor Cliff Suite 561
Paulburgh, WV 95701",Indian,"Scientist, research (life sciences)",F
7170,married,no,56.65606,71.36863,6.95848,4.39566,5.00954,75.67151,48.46908,537-21-4073,2.01895,1.0,5.46836,5.27151,7.00852,6.04665,Alicia Smith,"PSC 8559, Box 6358
APO AE 79012",B-,1946-11-05,"57024 Taylor Cliff Suite 561
Paulburgh, WV 95701",Indian,"Scientist, research (life sciences)",F
7171,divorced,yes,13.07288,33.33056,9.42639,6.0236,9.00819,71.46397,51.56155,537-21-4073,8.02785,0.0,4.71419,7.30824,14.41845,6.37864,Alicia Smith,"PSC 8559, Box 6358
APO AE 79012",B-,1946-11-05,"57024 Taylor Cliff Suite 561
Paulburgh, WV 95701",Indian,"Scientist, research (life sciences)",F
